ad_id,subject,price_byn,company_ad,list_time,condition,brand,processor,rom_volume,rom_type,diagonal,os,videocard,videocard_brand,region,gaming_laptop,matrix_type,display_resolution,ram_volume,ram_type,battery_life
1064895844,Ноутбук,650.0,False,2026-04-14T09:36:44Z,Б/у,,,,,,,,,Гомельская область,,,,,,
1064895687,KUU G3 Pro 16GB/1TB Windows 11 Pro,1500.0,False,2026-04-14T09:35:02Z,Б/у,Другой,Intel Core i3,1000 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Витебская область,,,1920 х 1080,16 Гб,DDR4,
1024225726,Ноутбук ASUS X555UB-XX077T,399.99,True,2026-04-14T09:33:55Z,Б/у,ASUS,,,,,,,,Минск,,,,,,
1002850381, Ноутбук Acer Extensa EX2511-32HU SALE,399.99,True,2026-04-14T09:33:54Z,Б/у,,,,,,,,,Минск,,,,,,
1064895232,"Ноутбук HP EliteBook 850 G3 FHD, i7-6, 16/256+500",730.0,False,2026-04-14T09:29:36Z,Б/у,HP,Intel Core i7,,HDD + SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минск,,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
248470787,"РАСПРОДАЖА Dell Latitude 5470 14.0'', I5 6300U, 8/256/ 1366X768, HDMI",550.0,True,2026-04-14T09:28:02Z,Б/у,Dell,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,,,Минск,,,1366 х 768,8 Гб,DDR4,
1064894991,Ноутбук Dell Vostro 1015 (INTEL/для работы..),260.0,True,2026-04-14T09:26:48Z,Б/у,Dell,Intel Celeron Dual-Core,,HDD,15.6'' / 39.6 см,Windows 7,Встроенная,,Минск,,TN + Film,1366 х 768,4 Гб,DDR2,2-4 часа
1064894967,Ноутбук Acer Aspire 7741,555.0,False,2026-04-14T09:26:40Z,Б/у,Acer,Intel Core i3,,,17.3'' / 43.9 см,,Встроенная,,Минская область,,,,,,
1032726930,"Dell Precision 3561, i7 , 32Gb, T1200 4Gb, 512Gb S",1699.0,False,2026-04-14T09:21:57Z,Б/у,Dell,Intel Core i7,512 Гб,SSD,15.6'' / 39.6 см,,Встроенная и дискретная,,Минск,Да,,1920 х 1080,32 Гб,DDR4,2-4 часа
1063790139,Apple MacBook Pro 16 2019 64/512 Intel i9,2150.0,False,2026-04-14T09:17:39Z,Б/у,Apple,Intel Core i9,1000 Гб,SSD,,,,,Минск,,,,64 Гб,,
1055681781,Ноутбук Samsung 17.3'' большой экран,150.0,False,2026-04-14T09:13:00Z,Б/у,Samsung,Intel Core Pentium,512 Гб,HDD,17.3'' / 43.9 см,Windows 7,Дискретная,,Минск,,,1600 х 900,3 Гб,,1 час и меньше
1064893192,Ноутбук HP ProBook 4545s,100.0,False,2026-04-14T09:04:43Z,Б/у,HP,,128 ГБ и менее,HDD,15.6'' / 39.6 см,Windows 7,,,Гродненская область,,TN + Film,1366 х 768,4 Гб,,
1064892739,Ноутбук Asus,100.0,False,2026-04-14T08:59:16Z,Б/у,ASUS,,,,,,,,Минск,,,,,,
1064892576,Macbook pro 15 2016,849.0,False,2026-04-14T08:57:37Z,Б/у,Apple,Intel Core i7,512 Гб,,15.0'' / 38.1 см,Mac OS,Встроенная и дискретная,,Брестская область,,,,16 Гб,,
232984568,"Lenovo Thinkpad L580 i5-8350U(1,7 - 3,60GHz),  8gb, SSD",800.0,True,2026-04-14T08:56:09Z,Б/у,Lenovo,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,,
211439058," Ноутбук HP 15-rb077ur 8KH81EA, mod. 2019, SALE",399.99,True,2026-04-14T08:52:58Z,Б/у,,,,,,,,,Минск,,,,,,
239088253,"Ноутбук ASUS X53B, SALE",179.99,True,2026-04-14T08:52:58Z,Б/у,,,,,,,,,Минск,,,,,,
1040774042, Новый ноутбук ASUS Vivobook Go 15 E1504FA-BQ089,1149.99,True,2026-04-14T08:52:58Z,Б/у,,,,,,,,,Минск,,,,,,
1062133941,MSI Pulse GL76,2000.0,False,2026-04-14T08:51:39Z,Б/у,MSI,Intel Core i7,512 Гб,SSD,17.3'' / 43.9 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce RTX 3050 4 ГБ,Минск,Да,IPS,1920 х 1080,32 Гб,DDR4,4-6 часов
1064891202,Ноутбук,350.0,False,2026-04-14T08:42:19Z,Б/у,ASUS,Intel Core Pentium,256 ГБ,SSD,,Windows 10,,,Гомельская область,,,1792 х 768,8 Гб,DDR3,2-4 часа
1062346061,"Ноутбук Tecno Megabook T1 ( i5 ,16 ОЗУ , 512 SSD)",650.0,False,2026-04-14T08:42:01Z,Б/у,,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,Intel UHD Graphics,Могилевская область,,IPS,1920 х 1080,16 Гб,LPDDR4,4-6 часов
1055558439,Ноутбук Lenovo G780 (HD+/i5-3gen/GT 635M 2GB/8GB/SSD 256GB),550.0,True,2026-04-14T08:39:36Z,Б/у,Lenovo,,,,,,,,Минск,,,,,,
1056784354,Ноутбук HP ProBook 640 G4 (FHD IPS/i5-8gen/8GB/SSD 256GB),590.0,True,2026-04-14T08:39:36Z,Б/у,,,,,,,,,Минск,,,,,,
1052785330,Ноутбук Tecno MegaBook T1 (FHD IPS/i5-10gen/16GB/SSD 512GB),990.0,True,2026-04-14T08:39:35Z,Б/у,Другой,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,-,IPS,1920 х 1080,16 Гб,LPDDR4,6-10 часов
1052785338,Ноутбук Acer Aspire 5 15 A515-58P (FHD IPS/i3-13gen/8GB/SSD 512GB),990.0,True,2026-04-14T08:39:35Z,Б/у,Acer,Intel Core i3,512 Гб,SSD,15.5'' / 39.4 см,Windows 10,Встроенная,,Минск,-,IPS,1920 х 1080,8 Гб,LPDDR5,4-6 часов
1052785418,Ноутбук Lenovo IdeaPad S340-15IML (FHD/Intel Core i5-10210U/NVIDIA GeForce MX230 2 Гб/8GB/SSD 256GB),790.0,True,2026-04-14T08:39:35Z,Б/у,Lenovo,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce MX230 2 ГБ,Минск,,TN + Film,1920 х 1080,,DDR4,2-4 часа
1052785478,Ноутбук HP 250 G8 (HD/i3-10gen/8GB/SSD 256GB),690.0,True,2026-04-14T08:39:35Z,Б/у,HP,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,Intel UHD Graphics,Минск,-,TN + Film,1366 х 768,8 Гб,DDR4,4-6 часов
1052785547,Ноутбук Lenovo IdeaPad Y470 (HD/i7-2gen/GT 550M 1GB/8GB/HDD 500 GB),390.0,True,2026-04-14T08:39:35Z,Б/у,Lenovo,Intel Core i7,512 Гб,HDD,14.0'' / 35.6 см,Windows 11,Встроенная и дискретная,,Минск,,TN + Film,1366 х 768,8 Гб,DDR3,1 час и меньше
1052785685,Ноутбук Lenovo IdeaPad 110-15ACL (HD/AMD E2-7110/4GB/HDD 500GB),290.0,True,2026-04-14T08:39:35Z,Б/у,Lenovo,AMD E2,512 Гб,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,-,TN + Film,1366 х 768,4 Гб,DDR3,2-4 часа
1053817547,Ноутбук Lenovo IdeaPad 3 15IAU7 (FHD IPS/i5-12gen/8GB/SSD 512GB),890.0,True,2026-04-14T08:39:35Z,Б/у,Lenovo,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,,IPS,1920 х 1080,8 Гб,DDR4,2-4 часа
1059541053,Ноутбук Lenovo ThinkPad T480s (FHD IPS/i5-8gen/8GB/SSD 256GB),890.0,True,2026-04-14T08:39:35Z,Б/у,Lenovo,,,,,,,,Минск,,,,,,
1052785284,Ноутбук Lenovo IdeaPad Slim 3 15AMN8 (FHD/Ryzen 3 7320U/8GB/SSD 512GB),890.0,True,2026-04-14T08:39:33Z,Б/у,,,,,,,,,Минск,,,,,,
1052785310,Ноутбук Acer Aspire 3 15 A315-24P (FHD IPS/Ryzen 5 7520U/8GB/SSD 256GB),990.0,True,2026-04-14T08:39:33Z,Б/у,Acer,AMD Ryzen 5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минск,-,IPS,1920 х 1080,8 Гб,DDR5,2-4 часа
1052785412,Ноутбук Xiaomi RedmiBook 15 XMA2101-BN (FHD/i3-11gen/8GB/SSD 256GB),790.0,True,2026-04-14T08:39:33Z,Б/у,Xiaomi,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,-,TN + Film,1920 х 1080,8 Гб,DDR4,4-6 часов
1052785493,Ноутбук HP Pavilion 14-ce (HD/i5-8gen/8GB/SSD 256GB),690.0,True,2026-04-14T08:39:33Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,-,TN + Film,1366 х 768,8 Гб,DDR4,2-4 часа
1052883977,Ноутбук ASUS VivoBook 15 X540N (FHD/Intel Celeron N4200/GeForce 920MX 2GB/4GB/HDD 1000TB),390.0,True,2026-04-14T08:39:33Z,Б/у,ASUS,Intel Celeron,1000 Гб,HDD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce 920MX 2 ГБ,Минск,,TN + Film,1366 х 768,4 Гб,LPDDR3,1-2 часа
1053635049,Ноутбук Lenovo ideapad 320-15IAP (HD/Intel Celeron N3350/4GB/HDD 500GB),390.0,True,2026-04-14T08:39:33Z,Б/у,Lenovo,Intel Celeron,,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,4 Гб,DDR4,1-2 часа
1055415650,Ноутбук HP ProBook 640 G2 (HD/i5-6gen/8GB/SSD 256GB),490.0,True,2026-04-14T08:39:33Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,8 Гб,DDR4,2-4 часа
1056784356,Ноутбук Asus X542UA (HD/i7-7gen/8GB/SSD 256GB),550.0,True,2026-04-14T08:39:33Z,Б/у,,,,,,,,,Минск,,,,,,
1058825271,Ноутбук Lenovo ThinkPad L470 (FHD IPS/i5-7gen/8GB/SSD 256GB),690.0,True,2026-04-14T08:39:33Z,Б/у,,,,,,,,,Минск,,,,,,
1027797982,"Мобильная Рабочая Станция HP ZBook Firefly 15 G7 Core i7-10810U, 16GB DDR4, 512GB NVME",1600.0,True,2026-04-14T08:39:01Z,Б/у,HP,Intel Core i7,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Дискретная,NVIDIA Quadro P520 2 ГБ,Минск,,IPS,1920 х 1080,16 Гб,DDR4,
1059743447,"Ноутбук Chuwi GemiBook Plus CWI620-PN1N5N1HDMXX Рассрочка, Гарантия, Доставка, Самовывоз",599.0,True,2026-04-14T08:37:55Z,Б/у,,,,,,,,,Минск,,IPS,1920 х 1080,,,
1052785419,Ноутбук Xiaomi RedmiBook 15 XMA2101-BN (FHD/i3-11gen/8GB/SSD 256GB),890.0,True,2026-04-14T08:37:52Z,Б/у,Xiaomi,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,-,TN + Film,1920 х 1080,8 Гб,DDR4,4-6 часов
1063029833,Ноутбук Lenovo ThinkPad L15 LTE i7/16/256,1080.0,False,2026-04-14T08:37:03Z,Б/у,Lenovo,Intel Core i7,256 ГБ,SSD,,,,,Минск,,,,16 Гб,,
1064890676,Нерабочий ноутбук Lenovo ideapad gaming Продан,300.0,False,2026-04-14T08:36:53Z,Б/у,Lenovo,Intel Core i5,,,15.6'' / 39.6 см,,Встроенная и дискретная,,Гродненская область,,IPS,,4 Гб,DDR4,
1063784598,Ноутбук Apple MacBook Pro 16 2019 i9 32 1TB,1890.0,False,2026-04-14T08:36:07Z,Б/у,Apple,Intel Core i9,1000 Гб,SSD,16'' / 40.6 см,,Дискретная,,Минск,,,,32 Гб,DDR4,
1064890529,Ноутбук HP 255 G8,800.0,False,2026-04-14T08:35:20Z,Б/у,HP,AMD Ryzen 5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минск,,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
1000537393,"Сенсорный Ноутбук Планшет Dell 7389 2in1, 13,3'' IPS, i5 7300U, 8, 256",600.0,True,2026-04-14T08:24:55Z,Б/у,Dell,Intel Core i5,256 ГБ,SSD,13.3'' / 33.8 см,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,,
1052785507,Ноутбук 2-в-1 ASUS VivoBook Flip 14 TP412FA (FHD IPS/i3-10gen/8GB/SSD 256GB),690.0,True,2026-04-14T08:22:10Z,Б/у,ASUS,Intel Core i3,256 ГБ,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,-,IPS,1920 х 1080,8 Гб,DDR4,4-6 часов
1063303401,Ноутбук ASUS VivoBook 14 K413J (FHD IPS/i3-10gen/8GB/SSD 256GB),790.0,True,2026-04-14T08:22:10Z,Б/у,ASUS,Intel Core i3,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,Встроенная,Intel UHD Graphics,Минск,,IPS,1920 х 1080,8 Гб,DDR4,1-2 часа
1064888470,Ноутбук HP OMEN 17-w106ur,1000.0,False,2026-04-14T08:20:20Z,Б/у,HP,,1000 Гб,HDD + SSD,,Windows 11,,NVIDIA GeForce GTX 1060 6 ГБ,Брестская область,,,,,,2-4 часа
1018355656,"UltraBook Dell Latitude 7470 14. 0'', (2560×1440 + тачскрин, IPS), i5-6300U / 16GB / 256GВ",650.0,True,2026-04-14T08:20:09Z,Б/у,Dell,Intel Core i5,256 ГБ,,,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,DDR4,
1052785401,Ноутбук Huawei MateBook D 15 BoD-WDH9 (FHD IPS/i5-11gen/8GB/SSD 512GB),890.0,True,2026-04-14T08:17:29Z,Б/у,Huawei,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минск,-,IPS,1920 х 1080,8 Гб,LPDDR4,2-4 часа
1061356140,Ноутбук Huawei MateBook D 14 2023 MDF-X (FHD IPS/i3-12gen/8GB/SSD 256GB),990.0,True,2026-04-14T08:17:29Z,Б/у,Huawei,,,,,,,,Минск,,,,,,
1064887048,Обмен на IPHONE,1800.0,False,2026-04-14T08:12:27Z,Б/у,,,,,,,,,Гомельская область,,,,,,
232858047,"Dell Latitude 5590  I5 8350U, 8 gb, SSD 256Gb NVME, 3G, 15,6''",900.0,True,2026-04-14T08:07:30Z,Б/у,Dell,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,,1920 х 1080,8 Гб,,
1064884180,Ноутбук ASUS i7,370.0,False,2026-04-14T08:00:35Z,Б/у,ASUS,Intel Core i7,,,,Windows 10,,,Минск,,,,8 Гб,,2-4 часа
1064165285,MacBook Pro 15 2012 (a1398) i7 8/512,480.0,False,2026-04-14T07:59:22Z,Б/у,Apple,,,,,,,,Минская область,,,,,,
1051234785,Макбоок,580.0,False,2026-04-14T07:56:43Z,Б/у,Apple,Intel Core i5,128 ГБ и менее,SSD,13.3'' / 33.8 см,Mac OS,Встроенная,,Брестская область,,IPS,2560 х 1600,8 Гб,DDR3,1-2 часа
1063668949,Ноутбук Lenovo,300.0,False,2026-04-14T07:54:29Z,Б/у,Lenovo,AMD A6,1000 Гб,HDD,15.6'' / 39.6 см,Windows 8,Встроенная и дискретная,,Могилевская область,,,1366 х 768,12 Гб,DDR3L,1-2 часа
1064881425,Ноутбук Chuwi CoreBook X (а.37-049989),1999.0,True,2026-04-14T07:49:37Z,Б/у,Другой,Intel Core i9,1000 Гб,SSD,14.0'' / 35.6 см,,,,Минск,,IPS,2304 х 1440,32 Гб,,
1064881394,"Ноутбук HP EliteBook 840 G3 (FHD,i5-6, 8-120, 14''",580.0,False,2026-04-14T07:49:22Z,Б/у,HP,Intel Core i5,128 ГБ и менее,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,DDR4,2-4 часа
1056265829,Ноутбук HP 15,499.0,False,2026-04-14T07:47:38Z,Б/у,HP,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,Intel UHD Graphics,Минск,,,1920 х 1080,8 Гб,,
1055563230,"HP ProBookG450 G8,i7,16,SSD512,iNtel XE,FHD экран",1780.0,False,2026-04-14T07:47:05Z,Б/у,HP,Intel Core i7,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,16 Гб,LPDDR4,6-10 часов
1064881000,Dell Vostro 15 3568 15.6 состояние супер,399.0,False,2026-04-14T07:44:53Z,Б/у,Dell,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,,,,Минск,,,,8 Гб,,4-6 часов
1064880677,Ноутбук,0.0,False,2026-04-14T07:41:48Z,Б/у,ASUS,,,,15.0'' / 38.1 см,,,,Брестская область,,,1366 х 768,2 Гб,,
1064880649,Продам Asus tuf gaming f17,1800.0,False,2026-04-14T07:41:38Z,Б/у,ASUS,,,,17.3'' / 43.9 см,,,,Брестская область,Да,,,,,
1064880411,Ноутбук Fujitsu LifeBook A512 (CORE I3/6GB/для работы),360.0,True,2026-04-14T07:39:28Z,Б/у,Fujitsu,Intel Core i3,,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,6 Гб,,2-4 часа
1064879653,Apple Macbook Pro 13 2017 отличное состояние,640.0,False,2026-04-14T07:38:06Z,Б/у,Apple,Intel Core i5,128 ГБ и менее,SSD,,,,,Минск,,,,8 Гб,,2-4 часа
1027794626,"Бизнес ноутбук HP ZBook Firefly 14 G7, IPS, I5 -10210U, 8gb, 256Gb NVME.",1300.0,True,2026-04-14T07:34:40Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,DDR4,
1064879365,Мощный игровой ноутбук Acer V5-573G,600.0,False,2026-04-14T07:34:14Z,Новое,Acer,,,,,,,,Витебская область,Да,,,,,
1064879239,Dell XPS 17 9730-0844 сенсорный 17/i7/32/1Tb/4070,4799.0,False,2026-04-14T07:28:51Z,Новое,Dell,Intel Core i7,1000 Гб,SSD,17.0'' / 43.2 см,,Встроенная и дискретная,NVIDIA GeForce RTX 4070 8 ГБ,Минск,,IPS,,32 Гб,,
233281253,"Бизнес серии DEll Latitude 5491 i7-8850H, 8gb, 256gb NVME, VC-1  [GeForce MX130]",1100.0,True,2026-04-14T07:21:24Z,Б/у,Dell,Intel Core i7,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,
1064877693,Dell Pro 16 PC16250 16 идеальное состояние,1850.0,False,2026-04-14T07:18:31Z,Б/у,Dell,,512 Гб,SSD,16'' / 40.6 см,,,,Минск,,IPS,1920 х 1200,16 Гб,,6-10 часов
1036387757,Игровой ноутбук MSI Katana A15 AI A1VEK [RTX 4050 6GB (45W)/i7 155H/DDR5 16GB/SSD 512GB/Win 11],3149.0,True,2026-04-14T07:13:20Z,Новое,MSI,Intel Core i7,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce RTX 4050 6 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR5,10 и более часов
1062220002,MacBook Air i5 2019 8/256 в отличном состоянии,1290.0,False,2026-04-14T07:09:16Z,Б/у,Apple,,256 ГБ,,13.3'' / 33.8 см,,,,Минск,,,,8 Гб,,
1064875109,Ноутбук Sony Vaio PCG-71211V (CORE I3/для работы..),310.0,True,2026-04-14T06:46:30Z,Б/у,Sony,Intel Core i3,,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,4 Гб,,1-2 часа
1062667422,Новый ноутбук HP OmniBook X NGAI 17-dd0033dx,5800.0,False,2026-04-14T06:33:55Z,Новое,HP,,,,17.3'' / 43.9 см,,,NVIDIA GeForce RTX 4060 8 ГБ,Минск,Да,,,,,
1056999893,Ноутбук Chuwi CoreBook X i3-1220P,879.0,True,2026-04-14T06:19:18Z,Б/у,,,,,,,,,Минск,,,,,,
1064872213,MacBook,700.0,False,2026-04-14T06:15:18Z,Б/у,,,,,,,,,Гомельская область,,,,,,
1064870577,Ноутбук Chuwi CoreBook X AMD Ryzen 5 7430U,1400.0,False,2026-04-14T05:55:27Z,Б/у,Другой,AMD Ryzen 5,512 Гб,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,,Минск,Да,IPS,2304 х 1440,16 Гб,DDR5,2-4 часа
1064867244,"Игровой,I5(10gen) MX230(2GB) 12gb DDR4",659.0,False,2026-04-14T05:08:09Z,Б/у,,,,,,,,,Брестская область,,,,,,
1064866947,Продам ноутбук Lenovo V330-14IKB,500.0,False,2026-04-14T05:00:09Z,Б/у,Lenovo,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,Встроенная,Intel UHD Graphics,Минская область,,TN + Film,,8 Гб,DDR4,
1064843002,Ноутбук для диагностики автомобилей.Доставка по РБ,150.0,True,2026-04-14T05:00:00Z,Б/у,,,,,,,,,Гомельская область,,,,,,1-2 часа
1062711867,"14’ Ноутбук Dell Latitude 5411, Core i5-10310U, 8/256gb, LTE",680.0,True,2026-04-14T04:53:27Z,Б/у,Dell,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,DDR4,2-4 часа
1064849428,Ноутбук Lenovo G50-30.,270.0,False,2026-04-14T04:35:18Z,Б/у,Lenovo,,512 Гб,HDD,15.6'' / 39.6 см,Windows 7,,,Гомельская область,,,,4 Гб,DDR3,2-4 часа
1064825276,Ноутбук Asus с новой зарядкой,175.0,False,2026-04-14T04:04:07Z,Б/у,ASUS,Intel Pentium Gold,512 Гб,,,Windows 10,Встроенная,,Брестская область,,IPS,,4 Гб,DDR3,
1064843894,СРОЧНО ОБМЕН. Apple MacBook Air 2020,850.0,False,2026-04-14T03:41:33Z,Б/у,,,,,,,,,Минск,,,,,,
1064835972,Ноутбук Toshiba Satellite L70-A-K5S,675.0,False,2026-04-14T02:33:28Z,Б/у,Toshiba,Intel Core i3,512 Гб,SSD,17.3'' / 43.9 см,Windows 10,Встроенная,,Минск,,IPS,1600 х 900,12 Гб,DDR3,2-4 часа
1064830507,Asus Tuf Gaming FX506,1350.0,False,2026-04-14T01:55:45Z,Б/у,ASUS,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,,,NVIDIA GeForce GTX 1650 4 ГБ,Минск,Да,,,16 Гб,,2-4 часа
1064827994,ноутбук HP G7000,100.0,False,2026-04-13T23:43:50Z,Б/у,HP,Intel Celeron Dual-Core,,,15.4'' / 39.1 см,Windows 7,Встроенная,,Гродненская область,,TN + Film,,2 Гб,,
1064827654,ASUS ProArt PZ13 OLED,4700.0,False,2026-04-13T23:02:07Z,Б/у,ASUS,Другой,1000 Гб,SSD,13.3'' / 33.8 см,Windows 11,,,Минск,,OLED,2880 х 1800,16 Гб,LPDDR5X,10 и более часов
1064826496,Ноутбук MacBook Air M1 13 8/256 83%,1820.0,False,2026-04-13T22:38:35Z,Б/у,Apple,,256 ГБ,,,Mac OS,,,Гомельская область,,,,,,6-10 часов
1064826299,Lenovo IdeaPad Gaming 3 15IHU6,1300.0,False,2026-04-13T22:13:01Z,Б/у,Lenovo,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce GTX 1650 4 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR4,4-6 часов
1064825889,Asus Vivobook Pro 15 OLED,1700.0,False,2026-04-13T21:38:18Z,Б/у,ASUS,AMD Ryzen 7,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,NVIDIA GeForce RTX 3050 4 ГБ,Минск,,OLED,1920 х 1080,16 Гб,DDR4,4-6 часов
1060191038,MacBook Pro 13 2015,0.0,False,2026-04-13T21:37:41Z,Б/у,Apple,Intel Core i5,128 ГБ и менее,SSD,13.3'' / 33.8 см,Mac OS,,,Минск,,,,8 Гб,,
1064825791,ноутбук HP OMEN 17-an049ur,1100.0,False,2026-04-13T21:33:05Z,Б/у,HP,Intel Core i5,1000 Гб,HDD + SSD,17.3'' / 43.9 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce GTX 1050 4 ГБ,Витебская область,,IPS,1920 х 1080,16 Гб,DDR4,
1064825565,MacBook Pro 2019,1500.0,False,2026-04-13T21:19:33Z,Б/у,Apple,Intel Core i7,512 Гб,,16'' / 40.6 см,Mac OS,,,Гродненская область,,IPS,,32 Гб,DDR4,
230564021,Mechrevo Z3 AIR i7-11800H карта RTX ,1600.0,False,2026-04-13T21:03:10Z,Б/у,,Intel Core i7,512 Гб,SSD,15.6'' / 39.6 см,,,NVIDIA GeForce RTX 3050 4 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,,
1064825212,Ноутбук ASUS TUF565DT-AL435,1500.0,False,2026-04-13T21:03:03Z,Б/у,ASUS,AMD Ryzen 7,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Дискретная,NVIDIA GeForce GTX 1650 4 ГБ,Могилевская область,Да,,1920 х 1080,16 Гб,DDR4,2-4 часа
1064824418,Acer Shadow SH16 RTX 4060,2799.0,False,2026-04-13T20:38:52Z,Б/у,Acer,AMD Ryzen 7,1000 Гб,SSD,16'' / 40.6 см,Windows 10,Дискретная,NVIDIA GeForce RTX 4060 8 ГБ,Брестская область,Да,IPS,2560 х 1600,16 Гб,DDR5,2-4 часа
1064824315,MacBook Pro 13.3  2019 A1989,900.0,False,2026-04-13T20:36:06Z,Б/у,Apple,Intel Core i5,256 ГБ,SSD,13.3'' / 33.8 см,Mac OS,Встроенная,Intel UHD Graphics,Гомельская область,,OLED,2560 х 1600,8 Гб,LPDDR3,2-4 часа
1064824044,Ноутбук Fujitsu,200.0,False,2026-04-13T20:29:56Z,Б/у,Fujitsu,Intel Core i3,,HDD,15.6'' / 39.6 см,Windows 7,Дискретная,,Минск,,,,8 Гб,,
1018691164,Asus Tuf Fx504 gtx1060 16gb ssd+hdd,1100.0,False,2026-04-13T20:11:48Z,Б/у,ASUS,Intel Core i5,,HDD + SSD,15.6'' / 39.6 см,,,,Минск,Да,IPS,1920 х 1080,16 Гб,DDR4,
1021071706,MSI GE66 GeForce RTX3060 6 Gb ,2200.0,False,2026-04-13T20:11:48Z,Б/у,Microsoft,Intel Core i7,512 Гб,SSD,15.5'' / 39.4 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce RTX 3060 6 ГБ,Минск,Да,IPS,2560 х 1440,16 Гб,,
1064822993,Ноутбук hp 256 gb,0.0,False,2026-04-13T20:07:53Z,Б/у,HP,,,,,Windows 10,,,Минск,,,,8 Гб,,
1064822835,Ноутбук HP Pavilion Gaming 16-A0001ur (15D16EA),1200.0,False,2026-04-13T20:04:29Z,Б/у,,,,,,,,,Минск,Да,,,,,
1064822689,Ноутбук,3750.0,False,2026-04-13T20:01:11Z,Б/у,ASUS,,,,,,,,Гродненская область,Да,,,,,
